,corporate_number,name,subsidy_title,amount,date_of_approval
14028,7370202005076,有限会社栗駒なめこ,米の直接支払交付金,76500,2017-12-11
14029,7370202005076,有限会社栗駒なめこ,経営所得安定対策,76500,2015-12-08
14030,7370202005076,有限会社栗駒なめこ,経営所得安定対策,77016,2015-05-26
14031,7370202005200,有限会社菅原食品販売,平成２９年度小規模事業者支援パッケージ事業費補助金,0,2018-07-19
14032,7370205000355,医療法人星眼科医院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,100000,2022-02-21
14033,7370205000355,医療法人星眼科医院,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,500000,2021-10-08
14034,7370205001056,社会福祉法人聖心会,中小企業最低賃金引上げ支援対策費補助金（業務改善助成金）,500000,2023-09-15
14035,7370205001056,社会福祉法人聖心会,中小企業最低賃金引上げ支援対策費補助金（業務改善助成金）,467000,2022-11-25
14036,7370205001386,医療法人社団丸愛会伊藤医院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,75000,2022-02-21
14037,7370205001394,医療法人鎌田内科クリニック,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-03-30
14038,7370205001394,医療法人鎌田内科クリニック,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,1000000,2021-08-26
14061,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,7606000,2018-09-21
14065,7370205001411,農事組合法人涌谷東,水田活用の直接支払交付金,433217,2018-02-22
14062,7370205001411,農事組合法人涌谷東,農業経営安定事業収入減少影響緩和対策交付金,750604,2018-06-14
14063,7370205001411,農事組合法人涌谷東,水田活用の直接支払交付金,280795,2018-03-23
14064,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,2143460,2018-03-23
14060,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,2777932,2018-12-06
14066,7370205001411,農事組合法人涌谷東,水田活用の直接支払交付金,4303250,2017-12-21
14052,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,6986000,2020-09-24
14068,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,3584543,2017-12-07
14069,7370205001411,農事組合法人涌谷東,米の直接支払交付金,790500,2017-11-21
14070,7370205001411,農事組合法人涌谷東,経営所得安定対策,4998195,2016-03-22
14071,7370205001411,農事組合法人涌谷東,経営所得安定対策,4612300,2015-12-22
14072,7370205001411,農事組合法人涌谷東,経営所得安定対策,3767936,2015-12-16
14073,7370205001411,農事組合法人涌谷東,経営所得安定対策,12474500,2015-12-07
14074,7370205001411,農事組合法人涌谷東,経営所得安定対策,8064000,2015-09-15
14059,7370205001411,農事組合法人涌谷東,水田活用の直接支払交付金,17846550,2018-12-06
14067,7370205001411,農事組合法人涌谷東,水田活用の直接支払交付金,8828500,2017-12-18
14058,7370205001411,農事組合法人涌谷東,水田活用の直接支払交付金,351841,2019-03-05
14046,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,10318000,2022-09-28
14056,7370205001411,農事組合法人涌谷東,農業経営安定事業収入減少影響緩和対策交付金,868023,2019-06-18
14041,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,14203360,2023-12-06
14042,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,8368000,2023-09-27
14043,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,1249040,2023-03-15
14044,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,2523752,2023-02-15
14045,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,22384990,2022-12-02
14057,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,2996515,2019-03-13
14040,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,4343112,2023-12-06
14047,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,518300,2022-03-16
14049,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,1397290,2022-02-16
14050,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,4529982,2021-12-01
14051,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,20458200,2021-12-01
14053,7370205001411,農事組合法人涌谷東,水田活用直接支払交付金,14403920,2019-12-10
14054,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,4042368,2019-12-10
14055,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,6732000,2019-10-03
14048,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,6122225,2022-03-16
14039,7370205001411,農事組合法人涌谷東,畑作物の直接支払交付金,3362225,2024-03-15
14075,7370205001519,医療法人社団飛翔会,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-03-30
14076,7370205001519,医療法人社団飛翔会,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,250000,2021-03-25
14077,7370205001766,医療法人佳仁会,令和３年度（令和２年度からの繰越分）インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業実施医療機関支援事業）,188000,2023-01-31
14078,7370205001956,一般社団法人Ｈｅａｒｔｓ,水田活用の直接支払交付金,62832,2018-12-11
14079,7370205001956,一般社団法人Ｈｅａｒｔｓ,水田活用の直接支払交付金,105000,2018-01-19
14096,7370205001964,農事組合法人テンクスＶ,経営所得安定対策,1195533,2015-05-26
14095,7370205001964,農事組合法人テンクスＶ,経営所得安定対策,1220250,2015-11-25
14094,7370205001964,農事組合法人テンクスＶ,経営所得安定対策,5609000,2015-12-04
14093,7370205001964,農事組合法人テンクスＶ,経営所得安定対策,903490,2015-12-22
14092,7370205001964,農事組合法人テンクスＶ,経営所得安定対策,632423,2016-02-23
14091,7370205001964,農事組合法人テンクスＶ,米の直接支払交付金,1205250,2017-11-27
14090,7370205001964,農事組合法人テンクスＶ,水田活用の直接支払交付金,5306500,2017-12-19
14089,7370205001964,農事組合法人テンクスＶ,水田活用の直接支払交付金,1412740,2018-02-05
14083,7370205001964,農事組合法人テンクスＶ,水田活用直接支払交付金,5451500,2019-12-10
14087,7370205001964,農事組合法人テンクスＶ,水田活用の直接支払交付金,47600,2018-03-23
14086,7370205001964,農事組合法人テンクスＶ,水田活用の直接支払交付金,5322000,2018-12-04
14085,7370205001964,農事組合法人テンクスＶ,水田活用の直接支払交付金,1594100,2019-01-17
14084,7370205001964,農事組合法人テンクスＶ,水田活用の直接支払交付金,1034515,2019-03-01
14082,7370205001964,農事組合法人テンクスＶ,水田活用直接支払交付金,1249600,2020-01-22
14081,7370205001964,農事組合法人テンクスＶ,水田活用直接支払交付金,851717,2020-02-21
14080,7370205001964,農事組合法人テンクスＶ,水田活用直接支払交付金,175100,2020-03-17
14088,7370205001964,農事組合法人テンクスＶ,水田活用の直接支払交付金,1325647,2018-02-22
14112,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,22100700,2019-12-05
14114,7370205002005,農事組合法人いかずち,水田活用の直接支払交付金,1843261,2019-01-17
14115,7370205002005,農事組合法人いかずち,水田活用の直接支払交付金,23217400,2018-12-04
14116,7370205002005,農事組合法人いかずち,畑作物の直接支払交付金,1056000,2018-09-21
14120,7370205002005,農事組合法人いかずち,水田活用の直接支払交付金,1581300,2017-12-21
14118,7370205002005,農事組合法人いかずち,水田活用の直接支払交付金,421500,2018-02-19
14119,7370205002005,農事組合法人いかずち,水田活用の直接支払交付金,262547,2018-02-08
14111,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,1315744,2020-01-22
14121,7370205002005,農事組合法人いかずち,水田活用の直接支払交付金,13838500,2017-12-18
14122,7370205002005,農事組合法人いかずち,米の直接支払交付金,6747000,2017-11-27
14117,7370205002005,農事組合法人いかずち,水田活用の直接支払交付金,12880,2018-03-23
14110,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,115660,2020-03-17
14113,7370205002005,農事組合法人いかずち,畑作物の直接支払交付金,1018000,2019-10-03
14108,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,25510160,2021-12-13
14107,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,2476046,2022-01-19
14106,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,215880,2022-03-16
14105,7370205002005,農事組合法人いかずち,農業経営安定事業収入減少影響緩和対策交付金,4685204,2022-06-21
14104,7370205002005,農事組合法人いかずち,畑作物の直接支払交付金,264000,2022-10-12
14103,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,23812000,2022-12-07
14102,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,2480708,2023-02-01
14101,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,221200,2023-03-23
14100,7370205002005,農事組合法人いかずち,畑作物の直接支払交付金,264000,2023-10-11
14099,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,24743020,2023-12-13
14098,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,2877197,2024-01-19
14097,7370205002005,農事組合法人いかずち,水田活用直接支払交付金,596900,2024-03-15
14109,7370205002005,農事組合法人いかずち,畑作物の直接支払交付金,488000,2021-10-13
14125,7370301000110,石巻ガス株式会社,平成２７年度被災都市ガス導管移設復旧支援事業費補助金（石巻ガス株式会社）,109365681,2015-04-10
14123,7370301000110,石巻ガス株式会社,平成２９年度被災都市ガス導管移設復旧支援事業費補助金,20840665,2017-08-31
14124,7370301000110,石巻ガス株式会社,平成２８年度被災都市ガス導管移設復旧支援事業費補助金,86020458,2017-04-14
14126,7370301000969,桃建工業株式会社,職場意識改善助成金,243000,2017-09-28
14127,7370301000985,株式会社南光物流サポート,働き方改革推進支援助成金,314000,2020-11-18
14128,7370301001166,丸多喜水産株式会社,平成３０年度小規模事業者持続的発展支援事業費補助金,0,2019-07-31
14129,7370301002321,株式会社丸雄組,働き方改革推進支援助成金,346000,2020-10-06
14152,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,8880000,2019-08-22
14153,7370301002643,株式会社クリーンライス,農業経営安定事業収入減少影響緩和対策交付金,447484,2019-06-18
14154,7370301002643,株式会社クリーンライス,水田活用の直接支払交付金,36962879,2018-12-14
14155,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,7916776,2018-12-14
14156,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,21810000,2018-08-31
14157,7370301002643,株式会社クリーンライス,農業経営安定事業収入減少影響緩和対策交付金,1414565,2018-06-14
14158,7370301002643,株式会社クリーンライス,水田活用の直接支払交付金,764470,2018-03-23
14159,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,2946085,2018-03-23
14140,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,18800000,2022-09-21
14161,7370301002643,株式会社クリーンライス,水田活用の直接支払交付金,25989747,2017-12-19
14162,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,10834163,2017-12-11
14163,7370301002643,株式会社クリーンライス,米の直接支払交付金,1474500,2017-11-20
14164,7370301002643,株式会社クリーンライス,経営所得安定対策,7516425,2016-03-18
14165,7370301002643,株式会社クリーンライス,経営所得安定対策,5667377,2015-12-22
14166,7370301002643,株式会社クリーンライス,経営所得安定対策,34223534,2015-11-17
14167,7370301002643,株式会社クリーンライス,経営所得安定対策,5140413,2015-10-28
14168,7370301002643,株式会社クリーンライス,経営所得安定対策,19596000,2015-08-25
14151,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,11242000,2019-09-18
14160,7370301002643,株式会社クリーンライス,水田活用の直接支払交付金,11107162,2018-01-24
14150,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,23545606,2019-12-17
14136,7370301002643,株式会社クリーンライス,農業経営安定事業収入減少影響緩和対策交付金,2290052,2023-06-21
14148,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,11425550,2020-01-17
14130,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,1214000,2024-03-15
14131,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,3213380,2024-03-15
14132,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,2514206,2024-02-07
14133,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,15871170,2023-12-15
14135,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,20840000,2023-09-20
14149,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,8143113,2019-12-17
14137,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,400800,2023-03-15
14138,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,3213087,2023-02-08
14134,7370301002643,株式会社クリーンライス,畑作物産地形成促進事業,20972000,2023-12-15
14141,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,436000,2022-03-16
14142,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,9377745,2022-03-16
14143,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,1645013,2022-01-19
14144,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,17155300,2021-12-20
14145,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,1638725,2021-12-20
14146,7370301002643,株式会社クリーンライス,畑作物の直接支払交付金,22548000,2020-09-18
14147,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,169660,2020-03-17
14139,7370301002643,株式会社クリーンライス,水田活用直接支払交付金,20606080,2022-12-16
14172,7370301002651,株式会社本田産業,水田活用直接支払交付金,2628000,2023-03-15
14171,7370301002651,株式会社本田産業,農業経営安定事業収入減少影響緩和対策交付金,165855,2023-06-21
14169,7370301002651,株式会社本田産業,水田活用直接支払交付金,53429350,2023-12-15
14170,7370301002651,株式会社本田産業,畑作物の直接支払交付金,5050000,2023-09-20
14176,7370301002932,株式会社イグナルファーム,経営所得安定対策,161304,2015-12-22
14173,7370301002932,株式会社イグナルファーム,水田活用直接支払交付金,318000,2020-03-17
14174,7370301002932,株式会社イグナルファーム,水田活用の直接支払交付金,318000,2018-12-14
14175,7370301002932,株式会社イグナルファーム,水田活用の直接支払交付金,273000,2018-01-24
14178,7370301003014,株式会社フェニックスエレメント,平成３０年度小規模事業者持続的発展支援事業費補助金,0,2019-07-31
14179,7370301003014,株式会社フェニックスエレメント,平成２９年度小規模事業者支援パッケージ事業費補助金,0,2018-07-19
14177,7370301003014,株式会社フェニックスエレメント,中小企業最低賃金引上げ支援対策費補助金（業務改善助成金）,500000,2022-11-21
14180,7370301003278,株式会社美優コーポレーション,働き方改革推進支援助成金,500000,2022-01-13
14181,7370301003600,株式会社相輝,働き方改革推進支援助成金,640000,2021-09-08
14182,7370302000092,有限会社阿部薬局,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,60000,2022-03-30
14183,7370302001933,有限会社ひらつか美容室,平成３０年度小規模事業者持続的発展支援事業費補助金,0,2019-07-31
14184,7370302002064,有限会社星薬局,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,200000,2021-08-26
14185,7370302003145,有限会社ファーム・ソレイユ東北,中小企業最低賃金引上げ支援対策費補助金（業務改善助成金）,797000,2023-05-30
14186,7370302003145,有限会社ファーム・ソレイユ東北,平成３０年度小規模事業者持続的発展支援事業費補助金,0,2019-07-31
14187,7370305000429,医療法人あべクリニック産科婦人科,令和３年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,1100000,2021-12-02
14188,7370305000437,医療法人社団かづま内科クリニック,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2022-03-30
14189,7370305000437,医療法人社団かづま内科クリニック,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,250000,2021-07-25
14190,7370305000651,医療法人光義会,令和２年度新型コロナウイルス感染症対応医療機関労災給付上乗せ補償保険加入支援事業補助金,2000,2021-02-24
14192,7370305000783,東松島市商工会,平成３０年度小規模事業者対策推進事業費補助金,0,2018-05-25
14193,7370305000783,東松島市商工会,平成２９年度小規模事業対策推進事業費補助金,1084664,2017-06-08
14191,7370305000783,東松島市商工会,平成３１年度小規模事業者対策推進事業,0,2019-07-24
14194,7370305000825,医療法人社団仙石病院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,100000,2022-03-30
14195,7370305000825,医療法人社団仙石病院,令和３年度（令和２年度からの繰越分）インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業）,658000,2022-03-03
14196,7370305000825,医療法人社団仙石病院,令和３年度新型コロナウイルス感染症対応医療機関労災給付上乗せ補償保険加入支援事業補助金,76000,2022-02-08
14197,7370305000825,医療法人社団仙石病院,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,6250000,2021-07-25
14198,7370305000825,医療法人社団仙石病院,令和２年度新型インフルエンザ流行期における発熱外来診療体制確保支援補助金（インフルエンザ流行期に備えた発熱患者の外来診療・検査体制確保事業）,27889000,2021-03-24
14214,7370305000833,農事組合法人みずほファーミング,米の直接支払交付金,1561500,2017-12-06
14212,7370305000833,農事組合法人みずほファーミング,水田活用の直接支払交付金,25500,2018-03-23
14213,7370305000833,農事組合法人みずほファーミング,水田活用の直接支払交付金,3329481,2018-01-24
14219,7370305000833,農事組合法人みずほファーミング,経営所得安定対策,2705415,2015-05-26
14211,7370305000833,農事組合法人みずほファーミング,水田活用の直接支払交付金,3505725,2018-12-14
14216,7370305000833,農事組合法人みずほファーミング,経営所得安定対策,320000,2015-12-17
14217,7370305000833,農事組合法人みずほファーミング,経営所得安定対策,1732500,2015-12-04
14218,7370305000833,農事組合法人みずほファーミング,経営所得安定対策,551200,2015-08-25
14215,7370305000833,農事組合法人みずほファーミング,経営所得安定対策,492633,2015-12-22
14210,7370305000833,農事組合法人みずほファーミング,畑作物の直接支払交付金,38400,2019-01-17
14203,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,305900,2023-03-15
14208,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,225000,2020-03-17
14199,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,117600,2024-03-15
14200,7370305000833,農事組合法人みずほファーミング,畑作物の直接支払交付金,120560,2024-01-24
14201,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,4230263,2023-12-15
14202,7370305000833,農事組合法人みずほファーミング,コメ新市場開拓等促進事業,1780000,2023-12-15
14209,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,1752684,2019-12-17
14205,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,173550,2022-03-16
14206,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,3733874,2021-12-20
14207,7370305000833,農事組合法人みずほファーミング,畑作物の直接支払交付金,116900,2021-12-20
14204,7370305000833,農事組合法人みずほファーミング,水田活用直接支払交付金,5548211,2022-12-16
14235,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,237995,2019-03-13
14236,7370401000737,株式会社アグリシステム,水田活用の直接支払交付金,875000,2018-12-11
14237,7370401000737,株式会社アグリシステム,水田活用の直接支払交付金,3062500,2018-12-06
14238,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,1750000,2018-10-12
14239,7370401000737,株式会社アグリシステム,水田活用の直接支払交付金,98785,2018-03-23
14240,7370401000737,株式会社アグリシステム,水田活用の直接支払交付金,3620685,2017-12-21
14242,7370401000737,株式会社アグリシステム,経営所得安定対策,955870,2016-03-24
14243,7370401000737,株式会社アグリシステム,経営所得安定対策,653098,2015-12-24
14244,7370401000737,株式会社アグリシステム,経営所得安定対策,2838500,2015-12-07
14234,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,1980000,2019-10-16
14246,7370401000737,株式会社アグリシステム,経営所得安定対策,1622000,2015-09-24
14247,7370401000737,株式会社アグリシステム,経営所得安定対策,123879,2015-05-26
14241,7370401000737,株式会社アグリシステム,米の直接支払交付金,832500,2017-12-05
14245,7370401000737,株式会社アグリシステム,経営所得安定対策,875250,2015-12-04
14233,7370401000737,株式会社アグリシステム,水田活用直接支払交付金,4752000,2019-12-17
14231,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,2142000,2021-10-20
14220,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,3396605,2024-03-15
14232,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,184840,2020-03-17
14222,7370401000737,株式会社アグリシステム,畑作物産地形成促進事業,8124000,2023-12-13
14223,7370401000737,株式会社アグリシステム,水田活用直接支払交付金,2036110,2023-12-13
14224,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,4346000,2023-10-25
14221,7370401000737,株式会社アグリシステム,コメ新市場開拓等促進事業,1292000,2023-12-13
14226,7370401000737,株式会社アグリシステム,水田活用直接支払交付金,4764767,2022-12-14
14227,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,4412000,2022-10-26
14228,7370401000737,株式会社アグリシステム,水田活用直接支払交付金,149650,2022-03-16
14229,7370401000737,株式会社アグリシステム,畑作物の直接支払交付金,2084535,2022-03-16
14230,7370401000737,株式会社アグリシステム,水田活用直接支払交付金,4059885,2021-12-15
14225,7370401000737,株式会社アグリシステム,水田活用直接支払交付金,1308820,2023-03-15
14248,7370401000745,株式会社ダイワ重機,中小企業最低賃金引上げ支援対策費補助金（業務改善助成金）,300000,2023-01-20
14249,7370401000852,株式会社さくら牧場,水田活用の直接支払交付金,35000,2018-12-06
14250,7370401000852,株式会社さくら牧場,水田活用の直接支払交付金,679000,2017-12-21
14271,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,468575,2018-03-23
14267,7370401000951,株式会社かのファーム,水田活用の直接支払交付金,2478000,2018-12-06
14268,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,1416000,2018-10-12
14269,7370401000951,株式会社かのファーム,平成２９年度小規模事業者支援パッケージ事業費補助金,0,2018-07-19
14270,7370401000951,株式会社かのファーム,農業経営安定事業収入減少影響緩和対策交付金,271773,2018-06-14
14272,7370401000951,株式会社かのファーム,水田活用の直接支払交付金,77050,2018-03-23
14279,7370401000951,株式会社かのファーム,経営所得安定対策,1078000,2015-09-24
14274,7370401000951,株式会社かのファーム,米の直接支払交付金,129750,2017-12-05
14275,7370401000951,株式会社かのファーム,経営所得安定対策,1188120,2016-03-24
14276,7370401000951,株式会社かのファーム,経営所得安定対策,434056,2015-12-24
14266,7370401000951,株式会社かのファーム,水田活用の直接支払交付金,1184100,2018-12-11
14278,7370401000951,株式会社かのファーム,経営所得安定対策,151500,2015-12-04
14273,7370401000951,株式会社かのファーム,水田活用の直接支払交付金,3303186,2017-12-21
14265,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,172695,2019-03-13
14277,7370401000951,株式会社かのファーム,経営所得安定対策,2760100,2015-12-07
14263,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,1422000,2019-10-16
14264,7370401000951,株式会社かのファーム,農業経営安定事業収入減少影響緩和対策交付金,163834,2019-06-18
14251,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,2381795,2024-03-15
14252,7370401000951,株式会社かのファーム,畑作物産地形成促進事業,1904000,2023-12-13
14253,7370401000951,株式会社かのファーム,水田活用直接支払交付金,4059920,2023-12-13
14254,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,2104000,2023-10-25
14256,7370401000951,株式会社かのファーム,水田活用直接支払交付金,1914700,2022-12-14
14255,7370401000951,株式会社かのファーム,水田活用直接支払交付金,31900,2023-03-15
14258,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,2085975,2022-03-16
14259,7370401000951,株式会社かのファーム,水田活用直接支払交付金,2591470,2021-12-15
14260,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,1796000,2021-10-20
14261,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,368845,2020-03-17
14262,7370401000951,株式会社かのファーム,水田活用直接支払交付金,4982900,2019-12-17
14257,7370401000951,株式会社かのファーム,畑作物の直接支払交付金,1856000,2022-10-26
14285,7370402001494,有限会社ウェスタン・ファーム,水田活用の直接支払交付金,665000,2017-12-21
14288,7370402001494,有限会社ウェスタン・ファーム,経営所得安定対策,3000,2015-12-04
14287,7370402001494,有限会社ウェスタン・ファーム,経営所得安定対策,665000,2015-12-07
14284,7370402001494,有限会社ウェスタン・ファーム,水田活用の直接支払交付金,665000,2018-12-06
14286,7370402001494,有限会社ウェスタン・ファーム,米の直接支払交付金,3000,2017-12-05
14282,7370402001494,有限会社ウェスタン・ファーム,水田活用直接支払交付金,2017000,2021-12-15
14281,7370402001494,有限会社ウェスタン・ファーム,水田活用直接支払交付金,1580000,2022-12-14
14280,7370402001494,有限会社ウェスタン・ファーム,水田活用直接支払交付金,1352000,2023-12-13
14283,7370402001494,有限会社ウェスタン・ファーム,水田活用直接支払交付金,665000,2019-12-17
14310,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,1299925,2019-03-13
14312,7370402001602,有限会社かわつらグリーンサービス,水田活用の直接支払交付金,5851400,2018-12-11
14313,7370402001602,有限会社かわつらグリーンサービス,水田活用の直接支払交付金,9912000,2018-12-06
14314,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,74955,2018-10-17
14315,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,6888000,2018-10-12
14316,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,68480,2018-03-27
14317,7370402001602,有限会社かわつらグリーンサービス,水田活用の直接支払交付金,391575,2018-03-23
14318,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,1525300,2018-02-05
14320,7370402001602,有限会社かわつらグリーンサービス,米の直接支払交付金,3285000,2017-12-05
14321,7370402001602,有限会社かわつらグリーンサービス,経営所得安定対策,2816520,2016-03-30
14322,7370402001602,有限会社かわつらグリーンサービス,経営所得安定対策,4763847,2015-12-24
14323,7370402001602,有限会社かわつらグリーンサービス,経営所得安定対策,12564500,2015-12-22
14324,7370402001602,有限会社かわつらグリーンサービス,経営所得安定対策,1510800,2015-12-07
14325,7370402001602,有限会社かわつらグリーンサービス,経営所得安定対策,2127750,2015-12-04
14326,7370402001602,有限会社かわつらグリーンサービス,経営所得安定対策,7878000,2015-09-24
14327,7370402001602,有限会社かわつらグリーンサービス,経営所得安定対策,345813,2015-05-26
14309,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,7080000,2019-10-16
14319,7370402001602,有限会社かわつらグリーンサービス,水田活用の直接支払交付金,18019402,2017-12-21
14308,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,18389500,2019-12-17
14311,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,751666,2018-12-11
14306,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,440000,2020-03-17
14289,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,784400,2024-03-15
14290,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,2864333,2023-12-13
14291,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,18674450,2023-12-13
14292,7370402001602,有限会社かわつらグリーンサービス,畑作物産地形成促進事業,7364000,2023-12-13
14293,7370402001602,有限会社かわつらグリーンサービス,コメ新市場開拓等促進事業,2156000,2023-12-13
14294,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,8812000,2023-10-25
14307,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,2146933,2019-12-17
14296,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,1035720,2023-03-15
14297,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,17803151,2022-12-14
14295,7370402001602,有限会社かわつらグリーンサービス,農業経営安定事業収入減少影響緩和対策交付金,1902996,2023-06-21
14299,7370402001602,有限会社かわつらグリーンサービス,農業経営安定事業収入減少影響緩和対策交付金,410298,2022-06-23
14300,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,6071215,2022-03-25
14301,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,265700,2022-03-16
